Country,hotel,is_canceled,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,iso_code,market_segment,distribution_channel,previous_cancellations,customer_type,adr
Italy,"Resort Hotel",0,2017,February,25,2,2,2,0,0,ITA,"Online TA",TA/TO,0,Transient,53
Brazil,"Resort Hotel",0,2017,February,28,0,1,2,0,0,BRA,"Online TA",TA/TO,0,Transient-Party,56
Portugal,"Resort Hotel",0,2017,February,24,2,3,2,0,0,PRT,Direct,Direct,0,Transient,77
Ukraine,"Resort Hotel",0,2017,February,26,2,1,2,0,0,UKR,Direct,Direct,0,Transient,58
Spain,"Resort Hotel",0,2017,February,28,0,1,3,1,0,ESP,"Online TA",TA/TO,0,Transient,153
Portugal,"Resort Hotel",0,2017,February,28,0,1,2,0,0,PRT,"Online TA",TA/TO,0,Transient,48
Portugal,"Resort Hotel",0,2017,February,28,0,1,2,0,0,PRT,Direct,Direct,0,Transient,48
Portugal,"Resort Hotel",0,2017,February,27,1,1,2,0,0,PRT,Direct,Direct,0,Transient-Party,62
Portugal,"Resort Hotel",0,2017,June,26,1,0,2,0,0,PRT,Direct,Direct,0,Transient,149
Portugal,"Resort Hotel",0,2017,June,27,0,1,3,0,0,PRT,Direct,Direct,0,Transient,185
China,"Resort Hotel",0,2017,February,22,2,5,2,0,0,CN,"Offline TA/TO",TA/TO,0,Transient,42
"United Kingdom","Resort Hotel",0,2017,February,25,2,2,2,0,0,GBR,"Offline TA/TO",TA/TO,0,Transient,34
Portugal,"Resort Hotel",0,2017,February,25,2,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,34
Portugal,"Resort Hotel",0,2017,February,26,2,1,2,2,0,PRT,"Online TA",TA/TO,0,Transient,100
Portugal,"Resort Hotel",0,2017,February,26,2,1,2,2,0,PRT,"Online TA",TA/TO,0,Transient,78
Portugal,"Resort Hotel",0,2017,February,27,1,1,2,0,0,PRT,Direct,Direct,0,Transient,60
Spain,"Resort Hotel",0,2017,February,28,0,1,2,0,0,ESP,"Online TA",TA/TO,0,Transient,48
Portugal,"Resort Hotel",0,2017,February,28,0,1,1,0,0,PRT,Direct,Direct,0,Transient,48
India,"Resort Hotel",0,2017,February,26,2,1,2,0,0,IND,"Online TA",TA/TO,0,Transient,62
"United Kingdom","Resort Hotel",0,2017,February,26,2,1,1,0,0,GBR,"Online TA",TA/TO,0,Transient,41
Portugal,"Resort Hotel",0,2017,March,1,0,1,2,0,0,PRT,Direct,Direct,0,Transient,60
Portugal,"Resort Hotel",0,2017,February,23,2,5,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,34
"United Kingdom","Resort Hotel",0,2017,February,26,2,2,2,0,0,GBR,"Online TA",TA/TO,0,Transient,49
"United Kingdom","Resort Hotel",0,2017,February,25,2,3,2,0,0,GBR,"Online TA",TA/TO,0,Transient,99
"United Kingdom","Resort Hotel",0,2017,February,25,2,3,2,0,0,GBR,"Online TA",TA/TO,0,Transient,92
France,"Resort Hotel",0,2017,February,27,1,2,2,0,0,FRA,Direct,Direct,0,Transient,60
France,"Resort Hotel",0,2017,February,23,2,5,1,0,0,FRA,"Offline TA/TO",TA/TO,0,Transient,47
Portugal,"Resort Hotel",0,2017,February,28,0,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,48
Spain,"Resort Hotel",0,2017,February,26,2,2,2,0,0,ESP,Direct,Direct,0,Transient-Party,51
Spain,"Resort Hotel",0,2017,February,26,2,2,2,0,0,ESP,Direct,Direct,0,Transient-Party,51
Spain,"Resort Hotel",0,2017,February,26,2,2,2,0,0,ESP,Direct,Direct,0,Transient,51
France,"Resort Hotel",0,2017,February,21,2,7,2,0,0,FRA,"Offline TA/TO",TA/TO,0,Transient,44
Brazil,"Resort Hotel",0,2017,March,1,0,1,3,0,0,BRA,Direct,Direct,0,Transient,110
France,"Resort Hotel",0,2017,February,23,2,5,2,0,0,FRA,"Offline TA/TO",TA/TO,0,Transient,66
"United Kingdom","Resort Hotel",0,2017,February,28,0,2,2,0,0,GBR,Direct,Direct,0,Transient,66
Portugal,"Resort Hotel",0,2017,April,11,0,1,2,0,0,PRT,Direct,Direct,0,Transient,100
Belgium,"Resort Hotel",0,2017,March,1,0,1,1,0,0,BEL,"Online TA",TA/TO,0,Transient,55
"United Kingdom","Resort Hotel",0,2017,February,23,2,5,1,0,0,GBR,"Offline TA/TO",TA/TO,0,Transient,43
"United Kingdom","Resort Hotel",0,2017,April,20,2,5,1,0,0,GBR,"Offline TA/TO",TA/TO,0,Contract,49
Portugal,"Resort Hotel",0,2017,March,1,0,1,1,0,0,PRT,"Online TA",TA/TO,0,Transient,43
"United States","Resort Hotel",0,2017,February,25,2,3,2,2,0,USA,"Online TA",TA/TO,0,Transient,90
"United Kingdom","Resort Hotel",0,2017,February,16,4,10,2,0,0,GBR,"Offline TA/TO",TA/TO,0,Contract,82
Portugal,"Resort Hotel",0,2017,February,28,0,2,2,0,0,PRT,Direct,Direct,0,Transient,46
"United Kingdom","Resort Hotel",0,2017,February,27,1,2,2,2,0,GBR,"Online TA",TA/TO,0,Transient,74
Portugal,"Resort Hotel",0,2017,March,1,0,1,2,0,0,PRT,Direct,Direct,0,Transient,60
Portugal,"Resort Hotel",0,2017,February,28,0,2,2,0,0,PRT,Direct,Direct,0,Transient,48
Brazil,"Resort Hotel",0,2017,February,27,1,2,2,1,0,BRA,"Online TA",TA/TO,0,Transient,67
"United Kingdom","Resort Hotel",0,2017,February,23,2,5,2,0,0,GBR,"Online TA",TA/TO,0,Transient,75
"United States","Resort Hotel",0,2017,February,25,2,3,2,0,0,USA,"Online TA",TA/TO,0,Transient,72
Germany,"Resort Hotel",0,2017,February,28,0,2,1,0,0,DEU,Direct,Direct,0,Transient-Party,38
Portugal,"Resort Hotel",0,2017,February,28,0,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,68
"United Kingdom","Resort Hotel",0,2017,February,20,3,7,2,0,0,GBR,"Offline TA/TO",TA/TO,0,Transient,78
"United Kingdom","Resort Hotel",0,2017,February,23,2,5,2,0,0,GBR,"Offline TA/TO",TA/TO,0,Contract,36
Germany,"Resort Hotel",0,2017,February,28,0,2,1,0,0,DEU,Direct,Direct,0,Transient,38
Ireland,"Resort Hotel",0,2017,February,25,2,3,1,0,0,IRL,"Online TA",TA/TO,0,Transient,36
"United Kingdom","Resort Hotel",0,2017,March,2,2,3,2,0,0,GBR,Groups,Corporate,0,Transient-Party,44
Germany,"Resort Hotel",0,2017,February,28,0,2,1,0,0,DEU,Direct,Direct,0,Transient-Party,38
France,"Resort Hotel",0,2017,March,1,0,1,2,2,0,FRA,"Online TA",TA/TO,0,Transient,93
Germany,"Resort Hotel",0,2017,February,28,0,2,2,0,0,DEU,Direct,Direct,0,Transient,38
Portugal,"Resort Hotel",0,2017,February,28,0,2,2,0,0,PRT,Direct,Direct,0,Transient,56
Finland,"Resort Hotel",0,2017,February,23,2,5,2,0,0,FIN,"Online TA",TA/TO,0,Transient,70
Portugal,"Resort Hotel",0,2017,March,1,0,1,2,0,0,PRT,"Online TA",TA/TO,0,Transient,65
Ireland,"Resort Hotel",0,2017,February,23,2,5,2,0,0,IRL,"Online TA",TA/TO,0,Transient,70
Poland,"Resort Hotel",0,2017,February,27,1,2,2,2,0,POL,"Online TA",TA/TO,0,Transient,82
Switzerland,"Resort Hotel",0,2017,February,25,2,4,2,0,0,CHE,"Online TA",TA/TO,0,Transient,64
Portugal,"Resort Hotel",0,2017,March,1,0,2,1,0,0,PRT,Direct,Direct,0,Transient,57
"United Kingdom","Resort Hotel",0,2017,February,26,2,3,2,0,0,GBR,"Online TA",TA/TO,0,Transient,75
Germany,"Resort Hotel",0,2017,March,2,0,1,1,0,0,DEU,Direct,Direct,0,Transient-Party,68
Germany,"Resort Hotel",0,2017,March,2,0,1,1,0,0,DEU,Direct,Direct,0,Transient-Party,68
Portugal,"Resort Hotel",0,2017,February,3,8,20,2,0,0,PRT,"Online TA",TA/TO,0,Transient,46
"United Kingdom","Resort Hotel",0,2017,February,27,1,3,2,0,0,GBR,"Online TA",TA/TO,0,Transient,45
Portugal,"Resort Hotel",0,2017,March,1,0,2,1,0,0,PRT,Direct,Direct,0,Transient,68
Portugal,"Resort Hotel",0,2017,May,3,0,2,1,0,0,PRT,Direct,Direct,0,Transient,68
Germany,"Resort Hotel",0,2017,March,2,0,1,2,0,0,DEU,Direct,Direct,0,Transient-Party,68
Portugal,"Resort Hotel",0,2017,March,2,0,1,1,0,0,PRT,Corporate,Corporate,0,Transient,54
Portugal,"Resort Hotel",0,2017,March,30,0,1,1,0,0,PRT,Corporate,Corporate,0,Transient,35
Portugal,"Resort Hotel",0,2017,June,22,0,1,1,0,0,PRT,Corporate,Corporate,0,Transient,75
China,"Resort Hotel",0,2017,March,2,0,1,2,1,0,CHN,"Online TA",TA/TO,0,Transient,100
Germany,"Resort Hotel",0,2017,March,2,0,1,1,0,0,DEU,Direct,Direct,0,Transient-Party,68
France,"Resort Hotel",0,2017,February,28,0,3,2,2,0,FRA,"Online TA",TA/TO,0,Transient,97
Belgium,"Resort Hotel",0,2017,February,28,0,4,2,0,0,BEL,"Online TA",TA/TO,0,Transient,49
Ireland,"Resort Hotel",0,2017,February,28,0,4,2,0,0,IRL,Direct,Direct,0,Transient,77
"United Kingdom","Resort Hotel",0,2017,March,2,0,2,2,0,0,GBR,Groups,Corporate,0,Transient-Party,54
"United Kingdom","Resort Hotel",0,2017,February,25,2,5,2,0,0,GBR,"Online TA",TA/TO,0,Transient,55
Italy,"Resort Hotel",0,2017,February,27,1,4,2,0,0,ITA,"Online TA",TA/TO,0,Transient,53
Belgium,"Resort Hotel",0,2017,February,25,2,5,2,0,0,BEL,"Online TA",TA/TO,0,Transient,53
Portugal,"Resort Hotel",0,2017,March,3,0,1,1,0,0,PRT,Direct,Direct,0,Transient-Party,60
Portugal,"Resort Hotel",0,2017,March,3,0,1,1,0,0,PRT,Direct,Direct,0,Transient-Party,60
"United Kingdom","Resort Hotel",0,2017,March,3,0,1,1,0,0,GBR,Direct,Direct,0,Transient,105
Portugal,"Resort Hotel",0,2017,March,3,0,1,1,0,0,PRT,Direct,Direct,0,Transient-Party,60
Portugal,"Resort Hotel",0,2017,March,4,0,1,2,0,0,PRT,Direct,Direct,0,Transient,8
Belgium,"Resort Hotel",0,2017,March,5,0,0,2,0,0,BEL,Direct,Direct,0,Transient,0
"United Kingdom","Resort Hotel",0,2017,March,3,0,2,2,0,0,GBR,"Online TA",TA/TO,0,Transient,58
"United Kingdom","Resort Hotel",0,2017,March,2,0,3,1,0,0,GBR,Groups,Corporate,0,Transient-Party,29
"United Kingdom","Resort Hotel",0,2017,March,2,0,3,1,0,0,GBR,Groups,Corporate,0,Transient-Party,29
Belgium,"Resort Hotel",0,2017,March,2,0,3,3,0,0,BEL,Groups,Corporate,0,Transient-Party,50
"United Kingdom","Resort Hotel",0,2017,March,2,0,3,1,0,0,GBR,Groups,Corporate,0,Transient-Party,29
"Czech Republic","Resort Hotel",0,2017,March,2,0,3,2,0,0,CZE,Groups,Corporate,0,Transient-Party,37
"United Kingdom","Resort Hotel",0,2017,March,2,0,3,1,0,0,GBR,Groups,Corporate,0,Transient-Party,29
"United Kingdom","Resort Hotel",0,2017,March,2,0,3,2,0,0,GBR,Groups,Corporate,0,Transient-Party,37
Netherlands,"Resort Hotel",0,2017,March,2,0,3,2,0,0,NLD,Groups,Corporate,0,Transient-Party,47
"United Kingdom","Resort Hotel",0,2017,March,2,0,3,1,0,0,GBR,Groups,Corporate,0,Transient-Party,29
"United Kingdom","Resort Hotel",0,2017,March,2,0,3,1,0,0,GBR,Groups,Corporate,0,Transient-Party,29
"United Kingdom","Resort Hotel",0,2017,March,2,0,3,2,0,0,GBR,Groups,Corporate,0,Transient-Party,37
"United Kingdom","Resort Hotel",0,2017,March,2,0,3,1,0,0,GBR,Groups,Corporate,0,Transient-Party,29
Belgium,"Resort Hotel",0,2017,March,1,0,4,2,0,0,BEL,Groups,Corporate,0,Transient-Party,37
"United Kingdom","Resort Hotel",0,2017,March,2,0,3,2,0,0,GBR,Groups,Corporate,0,Transient-Party,37
"United Kingdom","Resort Hotel",0,2017,March,2,0,3,2,0,0,GBR,Groups,Corporate,0,Transient-Party,37
Belgium,"Resort Hotel",0,2017,March,2,0,3,1,0,0,BEL,Groups,Corporate,0,Transient-Party,29
Belgium,"Resort Hotel",0,2017,March,5,1,0,1,0,0,BEL,Direct,Direct,0,Transient,70
Portugal,"Resort Hotel",0,2017,March,4,0,1,2,0,0,PRT,"Online TA",TA/TO,0,Transient-Party,65
Portugal,"Resort Hotel",0,2017,March,1,0,4,2,0,0,PRT,Groups,Corporate,0,Transient-Party,37
"United Kingdom","Resort Hotel",0,2017,March,2,0,3,2,0,0,GBR,Groups,Corporate,0,Transient-Party,54
France,"Resort Hotel",0,2017,February,28,0,5,3,0,0,FRA,"Online TA",TA/TO,0,Transient-Party,87
Netherlands,"Resort Hotel",0,2017,March,2,0,3,2,0,0,NLD,Groups,Corporate,0,Transient-Party,37
France,"Resort Hotel",0,2017,February,28,0,5,1,0,0,FRA,"Online TA",TA/TO,0,Transient-Party,37
Portugal,"Resort Hotel",0,2017,March,4,0,1,2,0,0,PRT,"Online TA",TA/TO,0,Transient,85
Ireland,"Resort Hotel",0,2017,February,28,0,5,2,0,0,IRL,"Online TA",TA/TO,0,Transient,63
Portugal,"Resort Hotel",0,2017,March,4,0,1,2,0,0,PRT,Direct,Direct,0,Transient,75
Portugal,"Resort Hotel",0,2017,March,3,0,2,1,0,0,PRT,Direct,Direct,0,Transient,67
Portugal,"Resort Hotel",0,2017,March,3,0,2,1,0,0,PRT,Direct,Direct,0,Transient,60
Switzerland,"Resort Hotel",0,2017,March,3,0,2,1,0,0,CHE,"Online TA",TA/TO,0,Transient,67
Portugal,"Resort Hotel",0,2017,March,4,0,1,2,0,0,PRT,Direct,Direct,0,Transient,70
Belgium,"Resort Hotel",0,2017,March,2,0,3,2,0,0,BEL,Groups,Corporate,0,Transient-Party,37
"United Kingdom","Resort Hotel",0,2017,March,2,0,3,2,0,0,GBR,Groups,Corporate,0,Transient-Party,37
Portugal,"Resort Hotel",0,2017,March,3,0,2,1,0,0,PRT,Direct,Direct,0,Transient,60
Netherlands,"Resort Hotel",0,2017,February,24,2,7,2,0,0,NLD,"Online TA",TA/TO,0,Transient,43
Portugal,"Resort Hotel",0,2017,March,4,0,1,2,0,0,PRT,Direct,Direct,0,Transient,70
Netherlands,"Resort Hotel",0,2017,February,24,2,7,2,0,0,NLD,"Online TA",TA/TO,0,Transient,43
Netherlands,"Resort Hotel",0,2017,March,3,0,2,2,0,0,NLD,"Online TA",TA/TO,0,Transient,87
Belgium,"Resort Hotel",0,2017,March,2,0,3,3,0,0,BEL,Groups,Corporate,0,Transient-Party,50
Portugal,"Resort Hotel",0,2017,March,4,0,1,2,0,0,PRT,Direct,Direct,0,Transient,70
Spain,"Resort Hotel",0,2017,March,3,0,2,2,0,0,ESP,"Online TA",TA/TO,0,Transient,112
"United Kingdom","Resort Hotel",0,2017,March,2,0,3,3,1,0,GBR,"Online TA",TA/TO,0,Transient,105
Portugal,"Resort Hotel",0,2017,March,4,0,1,2,0,0,PRT,Direct,Direct,0,Transient,70
Portugal,"Resort Hotel",0,2017,March,4,0,1,1,0,0,PRT,"Online TA",TA/TO,0,Transient-Party,67
Portugal,"Resort Hotel",0,2017,March,9,0,3,2,0,0,PRT,Direct,TA/TO,0,Transient,72
"United Kingdom","Resort Hotel",0,2017,March,2,0,3,2,0,0,GBR,"Online TA",TA/TO,0,Transient,42
"United Kingdom","Resort Hotel",0,2017,March,2,0,3,2,0,0,GBR,"Online TA",TA/TO,0,Transient,42
"United Kingdom","Resort Hotel",0,2017,March,2,0,3,2,0,0,GBR,"Online TA",TA/TO,0,Transient,42
Portugal,"Resort Hotel",0,2017,June,18,2,0,2,0,0,PRT,"Online TA",TA/TO,0,Transient,154
Portugal,"Resort Hotel",0,2017,March,4,0,1,2,0,0,PRT,"Online TA",TA/TO,0,Transient,80
Portugal,"Resort Hotel",0,2017,March,4,0,1,2,2,0,PRT,"Online TA",TA/TO,0,Transient,105
"United Kingdom","Resort Hotel",0,2017,March,2,0,3,2,0,0,GBR,"Online TA",TA/TO,0,Transient-Party,70
"United Kingdom","Resort Hotel",0,2017,March,2,0,3,2,0,0,GBR,"Online TA",TA/TO,0,Transient-Party,70
Portugal,"Resort Hotel",0,2017,March,3,0,2,1,0,0,PRT,Direct,Direct,0,Transient,87
Belgium,"Resort Hotel",0,2017,March,2,1,3,2,0,0,BEL,Groups,Corporate,0,Transient-Party,47
Netherlands,"Resort Hotel",0,2017,March,2,1,3,2,0,0,NLD,Groups,Corporate,0,Transient-Party,47
Netherlands,"Resort Hotel",0,2017,March,2,1,3,1,0,0,NLD,Groups,Corporate,0,Transient-Party,29
"United Kingdom","Resort Hotel",0,2017,March,2,1,3,2,0,0,GBR,Groups,Corporate,0,Transient-Party,52
Belgium,"Resort Hotel",0,2017,March,2,1,3,2,0,0,BEL,Groups,Corporate,0,Transient-Party,37
France,"Resort Hotel",0,2017,March,2,1,3,1,0,0,FRA,Groups,Corporate,0,Transient-Party,29
"United Kingdom","Resort Hotel",0,2017,March,2,1,3,1,0,0,GBR,Groups,Corporate,0,Transient-Party,47
"United Kingdom","Resort Hotel",0,2017,March,2,1,3,2,0,0,GBR,Groups,Corporate,0,Transient-Party,54
"United Kingdom","Resort Hotel",0,2017,March,2,1,3,1,0,0,GBR,Groups,Corporate,0,Transient-Party,29
"United Kingdom","Resort Hotel",0,2017,March,2,1,3,2,0,0,GBR,Groups,Corporate,0,Transient-Party,47
Belgium,"Resort Hotel",0,2017,March,2,1,3,2,0,0,BEL,Groups,Corporate,0,Transient-Party,47
Netherlands,"Resort Hotel",0,2017,March,2,1,3,1,0,0,NLD,Groups,Corporate,0,Transient-Party,29
Belgium,"Resort Hotel",0,2017,March,2,1,3,2,1,0,BEL,Direct,Direct,0,Transient,103
Belgium,"Resort Hotel",0,2017,March,3,1,2,2,0,0,BEL,Groups,Corporate,0,Transient-Party,47
Belgium,"Resort Hotel",0,2017,March,2,1,3,2,0,0,BEL,Groups,Corporate,0,Transient-Party,44
Netherlands,"Resort Hotel",0,2017,March,1,1,4,1,0,0,NLD,Groups,Corporate,0,Transient-Party,29
Netherlands,"Resort Hotel",0,2017,March,2,1,3,3,0,0,NLD,Groups,Corporate,0,Transient-Party,63
Netherlands,"Resort Hotel",0,2017,March,2,1,3,2,0,0,NLD,Groups,Corporate,0,Transient-Party,44
Netherlands,"Resort Hotel",0,2017,March,2,1,3,1,0,0,NLD,Groups,Corporate,0,Transient-Party,29
Netherlands,"Resort Hotel",0,2017,March,2,1,3,2,0,0,NLD,Groups,Corporate,0,Transient-Party,37
Belgium,"Resort Hotel",0,2017,March,2,1,3,2,0,0,BEL,Groups,Corporate,0,Transient-Party,47
Belgium,"Resort Hotel",0,2017,March,2,1,3,1,0,0,BEL,Groups,Corporate,0,Transient-Party,29
Germany,"Resort Hotel",0,2017,March,2,1,3,1,0,0,DEU,Groups,Corporate,0,Transient-Party,29
Belgium,"Resort Hotel",0,2017,March,2,1,3,2,0,0,BEL,Groups,Corporate,0,Transient-Party,47
Belgium,"Resort Hotel",0,2017,March,2,1,3,1,0,0,BEL,Groups,Corporate,0,Transient-Party,29
Belgium,"Resort Hotel",0,2017,March,2,1,3,2,0,0,BEL,Groups,Corporate,0,Transient-Party,37
Netherlands,"Resort Hotel",0,2017,March,1,1,4,2,0,0,NLD,Groups,Corporate,0,Transient-Party,37
Netherlands,"Resort Hotel",0,2017,February,28,1,5,2,0,0,NLD,Groups,Corporate,0,Transient-Party,48
Belgium,"Resort Hotel",0,2017,March,2,1,3,2,0,0,BEL,Groups,Corporate,0,Transient-Party,37
Belgium,"Resort Hotel",0,2017,March,2,1,3,1,0,0,BEL,Groups,Corporate,0,Transient-Party,29
Belgium,"Resort Hotel",0,2017,March,2,1,3,2,0,0,BEL,Groups,Corporate,0,Transient-Party,47
Belgium,"Resort Hotel",0,2017,March,2,1,3,2,0,0,BEL,Groups,Corporate,0,Transient-Party,47
Netherlands,"Resort Hotel",0,2017,March,1,1,4,2,0,0,NLD,Groups,Corporate,0,Transient-Party,37
Portugal,"Resort Hotel",0,2017,March,5,1,0,1,0,0,PRT,Direct,Direct,0,Transient,60
Belgium,"Resort Hotel",0,2017,March,2,1,3,2,0,0,BEL,Groups,Corporate,0,Transient-Party,37
Netherlands,"Resort Hotel",0,2017,March,1,1,4,1,0,0,NLD,Groups,Corporate,0,Transient-Party,29
Netherlands,"Resort Hotel",0,2017,March,1,1,4,2,0,0,NLD,Groups,Corporate,0,Transient-Party,47
"United Kingdom","Resort Hotel",0,2017,March,2,1,3,2,0,0,GBR,Groups,Corporate,0,Transient-Party,47
"United Kingdom","Resort Hotel",0,2017,March,3,1,2,1,0,0,GBR,Direct,Direct,0,Transient,74
"United Kingdom","Resort Hotel",0,2017,March,2,1,3,1,0,0,GBR,Groups,Corporate,0,Transient-Party,29
Ireland,"Resort Hotel",0,2017,March,3,1,2,2,0,0,IRL,"Online TA",TA/TO,0,Transient,100
"United Kingdom","Resort Hotel",0,2017,March,2,1,3,1,0,0,GBR,Groups,Corporate,0,Transient-Party,29
"United Kingdom","Resort Hotel",0,2017,March,4,1,1,2,0,0,GBR,"Online TA",TA/TO,0,Transient,64
"United Kingdom","Resort Hotel",0,2017,March,2,1,3,1,0,0,GBR,Groups,Corporate,0,Transient-Party,29
Portugal,"Resort Hotel",0,2017,March,1,1,4,1,0,0,PRT,Corporate,Corporate,0,Transient,35
"United Kingdom","Resort Hotel",0,2017,March,2,1,3,2,0,0,GBR,Groups,Corporate,0,Transient-Party,47
Belgium,"Resort Hotel",0,2017,March,2,1,3,2,0,0,BEL,Groups,Corporate,0,Transient-Party,37
Belgium,"Resort Hotel",0,2017,March,2,1,3,1,0,0,BEL,Groups,Corporate,0,Transient-Party,47
"United Kingdom","Resort Hotel",0,2017,March,2,1,3,2,0,0,GBR,Groups,Corporate,0,Transient-Party,47
Belgium,"Resort Hotel",0,2017,March,2,1,3,2,0,0,BEL,Groups,Corporate,0,Transient-Party,37
Germany,"Resort Hotel",0,2017,February,13,6,15,2,0,0,DEU,"Offline TA/TO",TA/TO,0,Transient,57
Netherlands,"Resort Hotel",0,2017,March,2,1,3,2,0,0,NLD,Groups,Corporate,0,Transient-Party,47
"United Kingdom","Resort Hotel",0,2017,March,2,1,3,1,0,0,GBR,Groups,Corporate,0,Transient-Party,29
Netherlands,"Resort Hotel",0,2017,March,2,1,3,2,0,0,NLD,Groups,Corporate,0,Transient-Party,37
Netherlands,"Resort Hotel",0,2017,March,2,1,3,1,0,0,NLD,Groups,Corporate,0,Transient-Party,47
Netherlands,"Resort Hotel",0,2017,March,2,1,3,2,0,0,NLD,Groups,Corporate,0,Transient-Party,54
"United Kingdom","Resort Hotel",0,2017,March,2,1,3,2,0,0,GBR,Groups,Corporate,0,Transient-Party,47
"United Kingdom","Resort Hotel",0,2017,March,2,1,3,1,0,0,GBR,Groups,Corporate,0,Transient-Party,29
"United Kingdom","Resort Hotel",0,2017,March,2,1,3,2,0,0,GBR,Groups,Corporate,0,Transient-Party,47
"United Kingdom","Resort Hotel",0,2017,March,2,1,3,2,0,0,GBR,Groups,Corporate,0,Transient-Party,47
"United Kingdom","Resort Hotel",0,2017,March,3,1,2,2,0,0,GBR,"Online TA",TA/TO,0,Transient-Party,58
Netherlands,"Resort Hotel",0,2017,March,2,1,3,2,0,0,NLD,Groups,Corporate,0,Transient-Party,47
Portugal,"Resort Hotel",0,2017,March,2,1,3,2,0,0,PRT,Groups,Corporate,0,Transient-Party,47
Portugal,"Resort Hotel",0,2017,March,5,1,0,2,0,0,PRT,"Online TA",TA/TO,0,Transient,60
"United Kingdom","Resort Hotel",0,2017,March,2,1,3,2,0,0,GBR,Groups,Corporate,0,Transient-Party,47
Germany,"Resort Hotel",0,2017,February,27,2,5,2,0,0,DEU,"Online TA",TA/TO,0,Transient,59
"United Kingdom","Resort Hotel",0,2017,March,2,1,3,1,0,0,GBR,Groups,Corporate,0,Transient-Party,29
Netherlands,"Resort Hotel",0,2017,March,2,1,3,2,0,0,NLD,Groups,Corporate,0,Transient-Party,47
Finland,"Resort Hotel",0,2017,March,2,1,3,2,0,0,FIN,"Online TA",Direct,0,Transient,75
Netherlands,"Resort Hotel",0,2017,March,2,1,3,2,0,0,NLD,Groups,Corporate,0,Transient-Party,47
Belgium,"Resort Hotel",0,2017,March,2,1,3,1,0,0,BEL,Groups,Corporate,0,Transient-Party,47
Netherlands,"Resort Hotel",0,2017,March,2,1,3,2,0,0,NLD,Groups,Corporate,0,Transient-Party,47
"United Kingdom","Resort Hotel",0,2017,March,3,1,2,2,0,0,GBR,"Online TA",TA/TO,0,Transient-Party,58
"United Kingdom","Resort Hotel",0,2017,March,2,1,3,2,0,0,GBR,Groups,Corporate,0,Transient-Party,42
Netherlands,"Resort Hotel",0,2017,March,2,1,3,1,0,0,NLD,Groups,Corporate,0,Transient-Party,29
"United Kingdom","Resort Hotel",0,2017,March,2,1,3,2,0,0,GBR,Groups,Corporate,0,Transient-Party,47
"United Kingdom","Resort Hotel",0,2017,March,2,1,3,2,0,0,GBR,Groups,Corporate,0,Transient-Party,54
Netherlands,"Resort Hotel",0,2017,February,28,2,5,2,2,0,NLD,"Online TA",TA/TO,0,Transient,98
"United Kingdom","Resort Hotel",0,2017,January,10,16,40,2,0,0,GBR,"Online TA",TA/TO,0,Transient,29
Portugal,"Resort Hotel",0,2017,March,6,1,0,1,0,0,PRT,Corporate,Corporate,0,Transient,42
Belgium,"Resort Hotel",0,2017,March,5,2,0,1,0,0,BEL,"Online TA",TA/TO,0,Transient,55
Italy,"Resort Hotel",0,2017,March,5,2,0,2,0,0,ITA,"Online TA",TA/TO,0,Transient,75
Portugal,"Resort Hotel",0,2017,March,6,1,0,1,0,0,PRT,Direct,Direct,0,Transient,60
Portugal,"Resort Hotel",0,2017,March,6,1,0,1,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,30
Portugal,"Resort Hotel",0,2017,April,11,0,1,1,0,0,PRT,"Online TA",TA/TO,0,Group,67
"United Kingdom","Resort Hotel",0,2017,March,6,1,0,2,0,0,GBR,"Offline TA/TO",TA/TO,0,Transient,65
"United Kingdom","Resort Hotel",0,2017,March,6,1,0,2,0,0,GBR,Direct,Direct,0,Transient,60
Portugal,"Resort Hotel",0,2017,March,7,0,0,2,0,0,PRT,Direct,Direct,0,Transient,0
"United Kingdom","Resort Hotel",0,2017,March,2,2,3,2,0,0,GBR,Groups,Corporate,0,Transient-Party,37
"United Kingdom","Resort Hotel",0,2017,March,2,2,3,1,0,0,GBR,Groups,Corporate,0,Transient-Party,37
"United States","Resort Hotel",0,2017,March,5,2,0,2,0,0,USA,"Online TA",TA/TO,0,Transient,87
Portugal,"Resort Hotel",0,2017,March,6,1,0,1,0,0,PRT,Corporate,Corporate,0,Transient,35
Portugal,"Resort Hotel",0,2017,March,20,1,0,1,0,0,PRT,Corporate,Corporate,0,Transient,35
Portugal,"Resort Hotel",0,2017,April,3,1,0,1,0,0,PRT,Corporate,Corporate,0,Transient,45
Spain,"Resort Hotel",0,2017,March,6,1,0,1,0,0,ESP,"Online TA",TA/TO,0,Transient-Party,55
France,"Resort Hotel",0,2017,March,4,2,1,2,0,0,FRA,"Online TA",TA/TO,0,Transient,65
Spain,"Resort Hotel",0,2017,March,6,1,0,1,0,0,ESP,"Online TA",TA/TO,0,Transient-Party,62
Portugal,"Resort Hotel",0,2017,March,7,0,0,1,0,0,PRT,"Online TA",TA/TO,0,Transient,0
